box-body href,direct-chat-msg,direct-chat-msg (2)
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=3973,"  Soalan

Asalamualaikum , aaya ingin bertanya saya mempunyai saham bank rakyat,1500 unit bersamaan rm1500 

Buat masa sekarang saham koperasi bank rakyat tidak membuka lagi kepada awam.. jadi permintaan sangat tinggi ramai ahli sangup membeli harga tinggi dari ahli bank rakyat , untuk pengetahuan urusan pindah saham rakyat tersebut hanya boleh di untuk ahli ahli bank rakyat sahaja mereka bukan ahli tidak boleh.. sehingga sangup membeli rm2 satu unit dari harga sebenar 1 unit jika sesorang mempunyai rm1500 bermakna pembeli ahli tersebut sangup membeli harga rm3000 jumpa di kaunter tukar milik saham duit di bayar luar kaunter..

Soalan:  adakah urusan ini di kira riba jua beli unit mintak penjelasan ustaz... ","Jawapan  

وعليكم السلام ورحمة الله وبركاته
الحمدلله رب العالمين والصلاة والسلام على أشرف الأنبياء والمرسلين وعلى اله وأصحابه أجمعين أما بعد

Merujuk kepada soalan yang diajukan,

Secara umumnya membeli unit saham adalah sama dengan membeli barangan bukan ribawi, seperti peralatan elektrik, kenderaan dan lain-lain lagi barangan yang tidak termasuk dalam item ribawi seperti yang disebutkan di dalam hadis yang diriwayatkan daripada ‘Ubadah bin al-Somit RA bahawa Nabi Muhammad SAW bersabda:

الذَّهَبُ بالذَّهَبِ، والْفِضَّةُ بالفِضَّةِ، والْبُرُّ بالبُرِّ، والشَّعِيرُ بالشَّعِيرِ، والتَّمْرُ بالتَّمْرِ، والْمِلْحُ بالمِلْحِ، مِثْلًا بمِثْلٍ، سَواءً بسَواءٍ، يَدًا بيَدٍ، فإذا اخْتَلَفَتْ هذِه الأصْنافُ، فَبِيعُوا كيفَ شِئْتُمْ، إذا كانَ يَدًا بيَدٍ

Maksudnya: Emas dijual dengan emas, perak dengan perak, gandum dengan gandum, barli dengan barli, tamar dengan tamar, garam dengan garam, timbangan dan beratnya mesti sama, dibayar secara serta-merta (bukan bertangguh). Namun, jika jenis dan kategori barangnya berbeza, maka berjual belilah mengikut yang kamu kehendaki dengan syarat mesti dibayar secara serta-merta (on the spot). (Riwayat Muslim)

Oleh itu, jual beli unit saham dengan nilai yang tertentu sama ada lebih tinggi atau lebih rendah daripada nilaian sebenar adalah harus selagi kedua-dua pihak penjual dan pembeli bersetuju dengan urusniaga yang berlaku.

والله أعلم بالصواب

Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=3980,"  Soalan

Assalamualaikum dan salam sejahtera. Saya nak tanya macamana pendapatan kita halal ke kalau kita lukis gambar mcm tourist spot di Malaysia. Kita ambil gambar di google map dan sebagainya. Lukis balik dan jual ikut art kita","Jawapan  

وعليكم السلام ورحمة الله وبركاته
الحمدلله رب العالمين والصلاة والسلام على أشرف الأنبياء والمرسلين وعلى اله وأصحابه أجمعين أما بعد

 Berdasarkan kepada pekerjaan yang dinyatakan tiada masalah untuk diteruskan dan ia adalah harus di sisi Islam. Namun harus juga diteliti adalah:

1. Gambar-gambar itu bukan hak milik yang telah didaftarkan seperti gambar-gambar hak cipta. Sekiranya ia dimililiki oleh seseorang atau syarikat, tuan perlu meminta izin terlebih dahulu.

2. Gambar-gambar yang diambil tidak mendedahkan aurat seseorang.

Sebagaimana Allah SWT berfirman dalam surah al-Baqarah ayat 188:

وَلَا تَأۡكُلُوۤا۟ أَمۡوَ ٰ⁠لَكُم بَیۡنَكُم بِٱلۡبَـٰطِلِ

Maksudnya: Dan janganlah kamu makan (atau mengambil) harta (orang-orang lain) di antara kamu dengan jalan yang salah. 

والله أعلم بالصواب"
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=3984,"  Soalan

Assalamualaikum wbt..Terima kasih kerana sudi membaca dan bantu saya..Saya ada persoalan.Aboh Saya nikah 3 kali..Isteri pertama ummi saya Tapi dah bercerai atas kes Penderaan/dadah dn lain-lain..Dan hasil dr pernikahan pertama ada 6 org anak..Isteri kedua pun bercerai dan hasilnya  ada 2 org anak..Anak pertama tak sah taraf..Dan terakhir Aboh saya bernikah tahun lepas..Pernikahan yg ke 3 tak ada anak..Tp Aboh saya meninggal dunia pada 18/6/2023..Arwah aboh ada meninggalkan duit kwsp bernilai RM9856.31..dan duit hasil jual tanah pusaka ada dalam RM9500..Persoalan saya ialah..Apa hukum duit yang berjumlah RM9500 tu dibahagikan kepada adik beradik 8 org dgn berniatkan untuk bayar hutang fidyah arwah Aboh..Kami adik beradik memang tak berhubung langsung dgn arwah Aboh kami..Dan Arwah Aboh tak pernah pun menanggung nafkah ke atas kami 8 beradik..Kami semua dah ada yang remaja dan dewasa..masing-masing hidup kami memang hidup miskin..Duit tu pun dah dibahagikan sama 8 beradik dan masing² dah pun guna duit tu..Sbb semua waris sepakat suruh berbuat begitu..Tapi kami terima tu dgn niat bayar hutang Fidyah arwah Aboh kami..Betul ke cara mcm tu..dan apa Hukum dia..Terima kasih kerana sudi luangkan waktu untuk saya..Terima kasih..Assalamualaikum..","Jawapan  

وعليكم السلام ورحمة الله وبركاته
الحمدلله رب العالمين والصلاة والسلام على أشرف الأنبياء والمرسلين وعلى اله وأصحابه أجمعين أما بعد

Merujuk kepada soalan yang diajukan,

Secara umum data dan maklumat yang diberikan adalah tidak memadai namun jawapan yang diberikan adalah berdasarkan maklumat yang diberikan:

Isteri ketiga merupakan ahli waris dan berhak mendapat bahagiannya satu perlapan (1/8) daripada harta peninggalan.
Manakala 6 orang anak dari isteri pertama dan seorang anak sah taraf dari isteri kedua juga berkongsi baki harta selepas menolak bahagian isteri ketiga iaitu sebanyak tujuh perlapan (7/8).
Anak tak sah taraf tidak mendapat bahagian daripada harta peninggalan arwah bapa.

Kiraan di atas merupakan kiraan secara umum berdasarkan maklumat yang diberikan di dalam soalan. Pembahagian Harta Pusaka merupakan bidang kuasa Mahkamah Syariah dan Majlis Agama Islam Negeri-Negeri. Oleh itu adalah dinasihatkan agar mendapatkan nasihat dan panduan awal daripada Majlis Agama Islam Negeri yang berhampiran bagi mendapatkan kiraan yang lebih tepat berdasarkan waris-waris yang mungkin tidak disebutkan dalam soalan yang diajukan.

Berkaitan fidyah arwah bapa, secara umum fidyah ialah denda yang dikenakan ke atas orang yang meninggalkan puasa wajib atas sebab-sebab tertentu dan tidak dapat menggantinya atas alasan uzur syarie, wanita yang menyusukan anak, waris yang telah meninggal dunia, sakit, atau juga sengaja melewatkan puasa ganti bulan Ramadan.Ia dikenakan dengan membayar satu kadar tertentu yang wajib dikeluarkan sebagai suatu pemberian sebahagian daripada harta (makanan) kepada fakir miskin. Fidyah ini wajib disempurnakan mengikut bilangan hari yang ditinggalkan dan menjadi tanggungjawab (hutang) sekiranya tidak dapat dilaksanakan. Oleh itu, adalah menjadi tanggungjawab ahli waris untuk mendapatkan maklumat yang jelas tentang jumlah bilangan hari puasa yang telah ditinggalkan oleh arwah. Setelah diketahui dengan jelas bilangan hari yang ditinggalkan maka barulah kiraan hari didarabkan dengan harga beras yang dimakan sebagai contoh RM2.00 (secupak beras) x 3 hari puasa yang ditinggalkan = RM6.00, oleh itu RM6.00 adalah jumlah yang perlu dibayar daripada harta peninggalan arwah bapa. Setelah mendapat jumlah sebenar barulah dikira dengan harta peninggalan arwah kerana fidyah adalah hutang arwah yang perlu dibayar dengan harta peninggalannya sebelum diagihkan. Memandangkan harta telah diagihkan dan pada masa yang sama masih ada hutang fidyah yang belum dilangsaikan, maka ahli waris perlu berpakat untuk melunaskannya jika mampu, jika tidak maka berdoalah kepada Allah agar diberi keampunan buat arwah bapa.

Berkaitan membayar fidyah puasa kepada ahli waris pula, pada asalnya pandangan yang terpilih dalam mazhab Syafi'i adalah tidak boleh membayar fidyah kepada ahli waris yang berada di bawah tangunggan bahkan fidyahnya itu tidak dikira. Namun dalam situasi memang ahli warisnya miskin dan arwah si mati juga miskin maka ia diharuskan.

Adalah dinasihatkan agar sentiasa mendoakan keampunan kepada arwah bapa kerana ia merupakan tanggungjawab dan kewajipan seorang anak, meskipun beliau tidak menyempurnakan tanggungjawabnya sebagai bapa biarlah ia menjadi urusan Allah SWT, tetapi sebagai anak yang soleh dan solehah mendoakan kesejahteraan kedua orang tua merupakan tuntutan kewajipan yang perlu dilangsaikan demi untuk kebahagiaan dunia dan akhirat.

والله أعلم بالصواب

Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=3997,"  Soalan

Assalamualaikum saya nak tahu soal pembahagian harta warisan.

Bapa mertua saya dah mewariskan setiap anaknya [8 org] bahagian tanah  sama banyak. Dia masih hidup tetapi dah berumur 90an dan tinggal dengan seorang anaknya walau pun rumahnya masih ada dan ditinggal kosong. Setiap anaknya memiliki rumah sendiri diatas tanah yang telah dibahagikan itu. Isteri saya mendapat bahagian tanah yang ada rumah kami sendiri dan rumah bapa mertua saya. Bagi kami bapa mertua saya masih ada hak atas rumahnya kerana dia masih hidup dan kami tak kesah pun sebab yg penting bapa mertua saya hidup sihat dan gembira dengan anak2nya. Bapa mertua saya dah memberikan hak rumahnya pada isteri saya kerana diatas tanah yg telah diwariskan tetapi saudara yg lain menuntut supaya isteri saya membayar harga rumah tu dan dibahagikan sesama mereka kerana bagi mereka itu rumah semua. Boleh tuan beri pencerahan.","Jawapan  

وعليكم السلام ورحمة الله وبركاته
الحمدلله رب العالمين والصلاة والسلام على أشرف الأنبياء والمرسلين وعلى اله وأصحابه أجمعين أما بعد

Merujuk kepada soalan yang diajukan,

Pemberian harta ketika hidup kepada ahli keluarga yang menjadi ahli waris merupakan hibah, ia merupakan satu kaedah pengurusan harta yang mula mendapat perhatian dalam kalangan umat Islam pada hari ini, untuk mengesahkan hibah yang berlaku ia perlu disahkan oleh Majlis Agama Islam Negeri dalam konteks Selangor ianya di bawah Majlis Agama Islam Selangor (MAIS).

Sekiranya telah berlaku perpindahan pemilikan yang sah daripada ayah mertua kepada isteri ke atas rumah itu dalam bentuk kontrak yang bertulis atau pertukaran nama di dalam geran atau apa-apa kaedah yang diterima oleh syarak dan undang-undang yang berkuat kuasa maka ia adalah hak isteri, dan situasi itu isteri berhak membuat pertimbangan yang wajar sama ada untuk memberikan pampasan atau tidak. Sekiranya belum berlaku apa-apa perpindahan pemilikan maka ianya adalah bergantung kepada keputusan pemilik yang sah iaitu bapa yang masih hidup.

Sebaiknya lengkapkan proses pelaksanaan hibah yang dikendalikan oleh Majlis Agama Islam Negeri yang berhampiran agar penyerahan yang berlaku itu berlaku dengan sempurna agar setiap pihak mengetahu dengan jelas hak masing-masing.

والله أعلم بالصواب

Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=4000,"  Soalan

Assalamualaikum , maaf ganggu. Saya tertanya mengenai apakah hukum menerima hadiah dari hasil benda yang haram. Contohnya macam ni, "" A bermain Forex yang diketahui hukumnya haram . Jadi hasil keuntungan Forex iaitu duit yang digunakan A ni dia gunakan untuk bagi gift dekat Tiktok yang boleh bagi gift kepada sesiapa pengguna yang buat live contohnya. So, Si A ni dia bagi gift guna duit forex ni melalui coins kepada pengguna tiktok yang buat live. Tapi, pengguna tiktok ni dia tak tau yang dia dapat tu hasil duit forex si A ni.  So, soalannya adakah halal pengguna tiktok ni yang dapat gift ni dia exchange gift tu kepada duit dan gunakan duit itu dalam kehidupan seharian. Maaf kalau soalan ni agak mengelirukan . Terima kasih En","Jawapan  

وعليكم السلام ورحمة الله وبركاته  
الحمد لله رب العلمين والصلاه والسلام على أشرف الأنبياء المرسلين وعلى أله وصحبه أجمعين أما بعد

Secara asasnya, harta yang diterima daripada sumber yang diharamkan oleh syarak seperti transaksi berasaskan riba, perjudian, mencuri adalah tidak dibenarkan kerana ia dianggap hasil yang haram. Dalam urusan muamalat, setiap harta atau barang yang diterima perlu jelas tentang penerimaan tersebut atas dasar apa. Jika ia menerima wang hasil jualan arak, judi atau riba melalui transaksi yang dilakukannya sendiri, ia jelas haram. Namun, jika ia menerima wang atau urusan jual beli, menerima hadiah atau sedekah dan tidak terlibat langsung perkara yang haram ia adalah dibenarkan.

Berdasarkan kepada huraian tuan, pengguna tiktok tersebut tidak mengetahui hasil apa yang digunakan oleh orang yang memberi gift melalui coins semasa membuat live di tiktok. Dia hanya menerima wang hasil usahanya membuat live di tiktok. Jadi, pengguna tiktok tersebut tidak terlibat secara langsung sekiranya ada dalam kalangan orang yang memberi gift menggunakan wang dari hasil yang haram.

Firman Allah SWT dalam surah al-An’am ayat 164:

وَلَا تَكْسِبُ كُلُّ نَفْسٍ إِلَّا عَلَيْهَا ۚ

Maksudnya: Dan tiadalah (kejahatan) yang diusahakan oleh tiap-tiap seorang melainkan orang itulah sahaja yang menanggung dosanya;

Tafsir al-Tabari menjelaskan ayat ini bahawa seseorang tidak menanggung dosa orang lain yang melakukan perkara yang diharamkan oleh syarak.

Oleh itu, tiada masalah sekiranya pengguna tiktok tersebut menerima wang atau hadiah tersebut dan boleh digunakan untuk kehidupannya seharian.

والله أعلم بالصواب"
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=4002,"  Soalan

Assalamualaikum..

Saya ingin bertanya berkenaan hukum jual beli tahi kambing(untuk di buat baja)

Terima kasih

Assalamualaikum ","Jawapan  

وعليكم السلام ورحمة الله وبركاته
...الحمدلله رب العالمين والصلاة والسلام على أشرف الأنبياء والمرسلين وعلى اله وأصحابه

Merujuk kepada persoalan saudara, menurut mazhab Shafi'i antara syarat barang yang dijual supaya suatu aqad itu sah ialah barang tersebut mestilah suci dan bersih serta mendatangkan manfaat. 

Dalam perihal jual beli baja daripada najis haiwan ini menurut Imam al-Nawawi ia diharamkan:

بَيْعُ سِرْجِينِ الْبَهَائِمِ الْمَأْكُولَةِ وَغَيْرِهَا وَذَرْقِ الْحَمَامِ بَاطِلٌ وَثَمَنُهُ حَرَامٌ هَذَا مَذْهَبُنَا

Maksudnya: Menjual najis haiwan yang boleh dimakan dan selainnya, serta najis burung adalah batil, dan hasil penjualannya adalah haram, dan inilah adalah mazhab kami (ulama Shafi’iyah). (Al-Majmu' Syarh al-Muhazzab 9/230). 

Namun, di sana ada pengecualian dan alternatif atas dasar maslahah oleh para ulama Shafi’iyah, iaitu dengan menamakan akad atau kontrak itu dengan istilah naql al-yad (penukaran pemilikan), Kaedahnya ialah dengan pemilik najis itu berkata “Aku menggugurkan hak aku daripada barang ini dengan harga sekian sekian”, dan pihak yang satu lagi pula berkata: “Aku terima”. Jual beli najis melalui kaedah naql al-yad iaitu menggugurkan hak atas pemilikan dengan gantian sejumlah wang tertentu atau dengan kontrak upah (ijarah) atas pengurusan baja tersebut seperti upah mengumpul, membungkus, mengangkat atau menghantar, maka ia diharuskan. 

والله أعلم بالصواب"
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=4004,"  Soalan

Assalammualaikum.. 

Saya ingin bertanya soalan berkaitan perkara viral di mana Ustaz Azhar Idrus telah mengulas satu isu berkaitan seorang usahawan/peniaga yang mengenakan syarat untuk membeli produk vendor supaya membolehkan pelanggan membeli produk makanan beliau. Ustaz Azhar Idrus menjelaskan urusan jual beli tersebut tidak sah sekiranya ada unsur paksaan. 

Sekiranya.. Pelanggan terpaksa membeli produk vendor yang sebenarnya bukan keinginan atau kehendak cuma untuk memenuhi syarat pembelian supaya dapat membeli produk usahawan tersebut apakah hukum & adakah urusan jual beli tersebut sah walau ada unsur paksaan secara halus iatu mengenakan syarat pembelian produk vendor terlebih dahulu. Saya berpendapat ia cuma salah satu cara marketing untuk melariskan produk yang di jual di kedai tersebut dengan mengenakan syarat sebegitu. Saya harap pihak mufti dapat mengurai kemusykilan saya. ","Jawapan  

وعليكم السلام ورحمة الله وبركاته
الحمد لله رب العلمين والصلاة والسلام علي أشرف الأنبياء المرسلين وعلى أله وصحبه أجمعين أما بعد

Merujuk kepada persoalan puan; secara asasnya jual beli mempunyai rukun dan syaratnya tersendiri supaya jual beli tersebut tidak mempunyai unsur ketidakadilan, penipuan dan perkara merugikan kepada salah satu pihak sama ada pembeli atau penjual. Berdasarkan firman Allah SWT dalam surah al-Nisa ayat 29:

يَا أَيُّهَا الَّذِينَ آمَنُوا لَا تَأْكُلُوا أَمْوَالَكُم بَيْنَكُم بِالْبَاطِلِ إِلَّا أَن تَكُونَ تِجَارَةً عَن تَرَاضٍ مِّنكُمْ ۚ

Maksudnya: Wahai orang-orang yang beriman, janganlah kamu makan (gunakan) harta-harta kamu sesama kamu dengan jalan yang salah (tipu, judi dan sebagainya), kecuali dengan jalan perniagaan yang dilakukan secara suka sama suka di antara kamu, dan janganlah kamu berbunuh-bunuhan sesama sendiri. Sesungguhnya Allah sentiasa Mengasihani kamu.

Berkenaan persoalan puan tentang perniagaan yang mempunyai unsur paksaan kepada pelanggan secara asasnya perkara ini boleh membatalkan akad dan menjejaskan syarat keredaan dalam jual beli. Namun, unsur paksaan ini perlulah diperhalusi dari pelbagai sudut. Paksaan dalam jual beli boleh berlaku dalam beberapa keadaan terutama sekali sesuatu perniagaan yang berlaku dengan ugutan, ancaman yang melibatkan keselamatan dan nyawa dan pembeli tidak mempunyai pilihan atas pembelian tersebut.

Sebaliknya, unsur paksaan ini tidak terjadi sekiranya sesuatu perniagaan telah menawarkan secara jelas maklumat barang, harganya dan syarat penjualan kombo yang tidak bertentangan dengan syarak tersebut kepada pelanggan dan pelanggan bersetuju dengan syarat tersebut. Dalam keadaan ini, pelanggan masih mempunyai pilihan atas pembelian tersebut sekiranya tidak bersetuju pelanggan boleh membeli kepada pihak lain yang menjualkan produk yang sama. Hal ini termasuk dalam salah satu teknik perniagaan yang dibenarkan selagi makna tiada unsur paksaan, penipuan dan kesamaran yang tersembunyi bagi pihak penjual kepada pembeli.

Semoga Allah SWT memberi kefahaman yang baik kepada kita dalam mengamali dan menghayati agama-Nya. Amin

والله أعلم بالصواب"
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=4005,"  Soalan

Assalammualaikum WBT,

Mohon pertolongan untuk memberi penjelasan berkenaan persoalan saya dibawah.

Abah saya telah meninggal dunia 9 bulan yang lepas. Semasa hidupnya, iaitu 20 tahun yang lepas arwah abah hendak membeli sebiji rumah. Ketika hendak membuat pinjaman bank, pendapatan abah tidak mencukupi untuk kelulusan bank dan arwah abah telah menggunakan nama saya sebagai peminjam kerana ketika itu hanya saya yang sudah bekerja. Adik beradik masih belajar. Segala hal ehwal bank atas nama saya. 

Arwah abah yang membayar 10% downpayment. Apabila menerima surat dari bank untuk memulakan bayaran bulanan, arwah abah telah meminta saya yang membuat pembayaran setiap bulan dan menyebut ""ambil la rumah itu"". Abah membeli rumah lain yang lebih murah. Jadi saya membayar ansuran bulanan dari mula sehingga sekarang kepada pihak bank.

Apabila rumah siap, saya dan suami menetap di rumah itu. Kini saya telah berpindah dan rumah itu saya sewakan.

Mak dan adik beradik juga sedia maklum yang rumah tersebut milik saya dan segala hal ehwal rumah seperti cukai, maintenance, kerosakan saya yang menguruskannya. 

S&P - nama saya dan nama arwah abah.

Bank - nama saya.

Persoalan saya, setelah abah meninggal, adakah rumah tersebut jatuh faraid. Apa yang perlu saya buat?","Jawapan  

وعليكم السلام ورحمة الله وبركاته
الحمدلله رب العالمين والصلاة والسلام على أشرف الأنبياء والمرسلين وعلى اله وأصحابه أجمعين أما بعد

Merujuk kepada soalan yang diajukan,

Berdasarkan maklumat yang puan berikan, secara umumnya pemberian bapa ketika hidupnya boleh dikira sebagai hibah atau hadiah kerana berdasarkan uruf atau adat masyarakat Melayu Malaysia ia merupakan pemberian kasih sayang. Oleh itu, rumah tersebut tidaklah termasuk di dalam harta yang perlu difaraidkan kerana ia milik sempurna puan.

والله أعلم بالصواب
Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=4006,"  Soalan

Apa hukum bekerja di bank komersial Eropah di bahagian pengurusan data? Bahagian pengurusan data hanya menjaga dan kawal data statik tapi saya masih ragu-ragu sama ada kerja saya ini dibenarkan syarak atau tidak","Jawapan  

السلام عليكم ورحمة الله وبركاته
الحمد لله رب العالمين والصلاة والسلام على أشرف الأنبياء
والمرسلين وعلى آله وأصحابه أجمعين أما بعد

Daripada al-Nu’man bin Basyir RA, bahawa Nabi Muhammad SAW bersabda:

إِنَّ الْحَلَالَ بَيِّنٌ، وَإِنَّ الْحَرَامَ بَيِّنٌ، وَبَيْنَهُمَا مُشْتَبِهَاتٌ لَا يَعْلَمُهُنَّ كَثِيرٌ مِنَ النَّاسِ، فَمَنِ اتَّقَى الشُّبُهَاتِ اسْتَبْرَأَ لِدِينِهِ، وَعِرْضِهِ، وَمَنْ وَقَعَ فِي الشُّبُهَاتِ وَقَعَ فِي الْحَرَامِ، كَالرَّاعِي يَرْعَى حَوْلَ الْحِمَى، يُوشِكُ أَنْ يَرْتَعَ فِيهِ

Maksudnya: Sungguh yang halal itu jelas, yang haram pun jelas. Dan di antara keduanya ada perkara yang syubhah, yang tidak diketahui oleh kebanyakan orang. Maka barangsiapa yang menghindari syubhah, maka berarti dia telah membebaskan agama dan kehormatannya. Dan barangsiapa yang terjatuh ke dalam perkara-perkara syubhah, maka dia jatuh dalam perkara yang diharamkan. Seperti seorang gembala menggembalakan di sekitar tanah larangan. Hampir saja dia masuk dalam tanah larangan itu.

Sekiranya pengurusan data tersebut berkaitan dengan transaksi berkaitan dengan riba atau seumpama dengannya, maka hukum perkerjaan tersebut adalah haram. Walaupun sekiranya pekerjaannya itu tidak langsung melibatkan transaksi berkaitan riba, bekerja di tempat yang aktivitinya atau hasilnya seratus peratus melibatkan riba, seperti di bank konvensional, maka ia tetap mengandungi unsur syubhah yang patut dielakkan.  

والله أعلم بالصواب"
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=4014,"  Soalan

Assalamualaikum Tuan/Puan,

Saya ingin bertanyakan soalan tentang pelaburan/dagangan saham misalnya di Bursa Malaysia. Dari sudut hukum, sebagai pedagang saham individu, adakah boleh kita melakukan pembelian sesuatu saham melalui maklumat atau mesej daripada seseorang kenalan yang mana ia juga merupakan seorang operator yang menggerakkan harga sesuatu kaunter saham di Bursa. Contoh situasi, beliau sering berurusan dengan seseorang client beliau yang ""High net worth"", dan ada kalanya beliau akan beritahu bahawa, sesuatu harga kaunter saham tersebut boleh pergi dari Rm 0.75 ke RM 1.50 dalam tempoh sekian2 sebagai contoh. Menurut hukum dan pandangan dari Pihak Jabatan Mufti, adakah boleh kita membuat pembelian sesuatu saham daripada mesej yang berunsurkan jaminan dan juga ""Buy Signal"" yang disampaikan oleh kenalan stock operator saya tersebut. Tambahan, saya juga mempunyai asas dalam ilmu Pelaburan. Mohon Pencerahan daripada pihak Jabatan Mufti. Jasa Tuan/Puan sangat saya hargai. Semoga seluruh urusan dunia akhirat kita semua dipermudahkan. ","Jawapan  

وعليكم السلام ورحمة الله وبركاته

الحمد لله رب العالمين والصلاة والسلام على أشرف الأنبياء المرسلين وعلى أله وصحبه أجمعين أما بعد

Hukum jual beli saham adalah diharuskan selagi mana saham tersebut adalah patuh syariah. Selain itu, membeli sesuatu saham berdasarkan jaminan peningkatan harga saham juga adalah diharuskan kerana ia masih lagi berbentuk andainya berdasarkan pengalaman atau kajian terhadap turun naik harga saham dan sebagainya. Ia termasuk dalam strategi perniagaan dan pelaburan yang dibenarkan selagi mana tidak mempunyai sebarang unsur yang bercanggah dengan syarak seperti judi, riba dan lain-lain. Melainkan sekiranya maklumat itu datangnya daripada orang 'dalam' yang menjadi kesalahan kepadanya untuk menyalurkan maklumat tersebut kepada orang lain, maka ketika itu ia bukan sahaja salah dari segi undang-undang, ia juga salah salah dari segi agama dan berdosa.

والله أعلم بالصواب"
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=4020,"  Soalan

Soalan.

Bolehkah digunakan duit dari akaun masjid/surau untuk pembelian hadiah untuk cabutan baraqah/cabutan bertuah/cabutan rezeki.

Tujuan cabutan baraqah untuk menarik lebih ramai penyertaan dari ahli kariah untuk sesuatu program seperti Karnival Masjid,Mesyuarat Agung,Sambutan Maulidur Rasul dan sambutan hari-hari kebesaran Islam yang lain.

Terima kasih.","Jawapan  

السلام عليكم ورحمة الله وبركاته
الحمدلله رب العالمين والصلاة والسلام على أشرف الأنبياء والمرسلين وعلى اله وأصحابه أجمعين أما بعد

Merujuk kepada soalan yang diajukan,

Pada asasnya duit tabung sumbangan khusus untuk tujuan tertentu tidak boleh digunakan untuk selain daripada tujuan yang telah dikhususkan itu, sebagai contoh tabung pembinaan, tabung anak yatim, tabung kebajikan anak kariah dan lain-lain lagi. 

Sebaliknya jika tabung yang diwujudkan itu tidak dikhususkan untuk tujuan tertentu maka ia tertakluk kepada pengurusan masjid untuk memanfaatkan sumbangan tersebut untuk kemaslahatan semula kepada masjid dan ahli kariah baik dalam apa jua bentuk yang difikirkan sesuai dan releven, pada masa yang sama tidak menjadi perbalahan dalam kalangan ahli kariah. Sebaiknya perkara ini dibangkit dan dibincangkan secara terbuka bagi mendapatkan pandangan serta buah fikiran ahli jemaah masjid.

والله أعلم بالصواب

Sekian, terima kasih.                                                                     "
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=4021,"  Soalan

As salam...saya nak buat pertanyaan...ibubapa sy meninggal dunia tinggalkan rumah atas nama kakak saya..kami ada 4 irang adik beradik..3 perempuan 1 lelaki..rumah peninggalan tersebut masih dalam keadaan berhutang..walaupon rumah tersebut atas nama kakak sy sahaja..semua anak2 kongsi bayar hutang tersebut sampai abis..persoalan saya bolehkah penama rumah tersebut menjualkan rumah itu..dan perlukah buat pembahagian faraid? Itu sahaja terima kasih...","Jawapan  

وعليكم السلام ورحمة الله وبركاته
الحمد لله رب العالمين والصلاة والسلام على أشرف الأنبياء المرسلين وعلى أله وصحبه أجمعين أما بعد

Harta peninggalan yang dimiliki oleh ibu bapa (si mati) perlu difaraidkan. Manakala harta yang tidak dimiliki oleh si mati, tidak tertakluk kepada hukum-hakam faraid. Berkenaan status rumah peninggalan ibu dan ayah yang didaftarkan atas nama kakak bergantung kepada perjanjian atau persetujuan awal mereka berbuat demikian. Seandainya pendaftaran itu hanya sekadar untuk meminjam nama kakak, maka rumah tersebut dari segi syarak adalah merupakan harta pusaka yang wajib difaraidkan. Namun sekiranya di dalam perjanjian tersebut rumah itu merupakan milik kakak, maka ia bukan harta pusaka yang perlu difaraidkan dan terserah kepada kakak untuk melakukan apa yang terbaik terhadap rumah tersebut.

Walau bagaimanapun, perlu diambil perhatian bahawa dari segi undang-undang, pemilikan sesuatu harta akan dilihat berdasarkan nama yang didaftarkan pada harta tersebut.

والله أعلم بالصواب"
